Panjang HURI;HURI;Diagnosis;Utilitas;Support
3;Umur sekitar 55-63 tahun, Perempuan, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;29938,09;8
3;Umur sekitar 55-63 tahun, Perempuan, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29761,72;8
4;Laki-Laki, Prahipertensi, Bukan perokok aktif, Aktif berkegiatan fisik;tidak berpotensi memiliki penyakit kardiovaskular;29508,33;8
3;Laki-Laki, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;29409,32;8
4;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;28583,53;8
2;Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;28435,44;8
4;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;27264,67;8
3;Umur sekitar 55-63 tahun, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;27009,05;8
3;Umur sekitar 55-63 tahun, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;26425,51;8
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;26230;8
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;26115,56;8
4;Prahipertensi, Perempuan, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;39635,78;7
4;Prahipertensi, Perempuan, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;31252,08;7
4;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;29902,17;7
2;Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;83437;4
3;Prahipertensi, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;82557,36;4
3;Prahipertensi, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;81716,07;4
3;Prahipertensi, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;79634,97;4
3;Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;76109,2;4
3;Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;75246,16;4
3;Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;73528,4;4
4;Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;71407,25;4
4;Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;70856,63;4
4;Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;68708,52;4
3;Perempuan, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;65280,92;4
3;Perempuan, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;65000,44;4
2;Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;64943;4
3;Perempuan, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;63045,14;4
4;Perempuan, Prahipertensi, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;60802,73;4
4;Perempuan, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;60475,17;4
4;Perempuan, Prahipertensi, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;58631,99;4
2;Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;57468,84;4
3;Kolestrol normal, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;57258,96;4
4;Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;57122,78;4
4;Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;56880,74;4
3;Kolestrol normal, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;55572,56;4
3;Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;55382;4
4;Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;55122,06;4
3;Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;50143,38;4
5;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;50000,01;4
3;Perempuan, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;49984,46;4
5;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;49715,95;4
3;Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;49608,9;4
3;Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;48895,61;4
5;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;48175,02;4
2;Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;46102,56;4
3;Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;44544,08;4
2;Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;44478;4
3;Perempuan, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;43301,4;4
4;Prahipertensi, Perempuan, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;43122,21;4
4;Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;42890,69;4
4;Prahipertensi, Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;42763,4;4
3;Umur sekitar 51-58 tahun, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;42307,1;4
4;Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;41943,58;4
3;Umur sekitar 51-58 tahun, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;41715,77;4
4;Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;41710,1;4
4;Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;41684,04;4
4;Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;41428,13;4
3;Umur sekitar 51-58 tahun, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;40748,63;4
4;Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;39651,34;4
4;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;39068,48;4
4;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;38583,08;4
4;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;37568,28;4
4;Prahipertensi, Perempuan, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;37442,74;4
3;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;36719,72;4
4;BMI_Obesitas, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;36628,13;4
3;Hipertensi tingkat 1, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;36623,63;4
3;BMI_Obesitas, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;36573,16;4
4;BMI_Obesitas, Prahipertensi, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;36409,67;4
4;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;36210,69;4
3;BMI_Obesitas, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;36180,96;4
4;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;36146,65;4
4;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;35921,67;4
3;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;35708,31;4
4;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;35554,66;4
3;BMI_Obesitas, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;35404,04;4
3;Hipertensi tingkat 1, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;35331,47;4
4;BMI_Obesitas, Prahipertensi, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;35239,82;4
4;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;34879,78;4
4;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;34467,1;4
4;Laki-Laki, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;33764,92;4
3;Laki-Laki, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;33742;4
4;Laki-Laki, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;33485,51;4
4;Laki-Laki, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;33012,76;4
4;BMI_Obesitas, Perempuan, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;32609,63;4
3;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;32607,04;4
3;Hipertensi tingkat 1, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;32403,31;4
4;BMI_Obesitas, Perempuan, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;32392,37;4
3;Laki-Laki, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;32166;4
4;BMI_Obesitas, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;31940,4;4
5;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;31913,84;4
3;Umur sekitar 55-63 tahun, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;31806,19;4
4;BMI_Obesitas, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;31701,04;4
5;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;31674,12;4
3;Laki-Laki, Bukan perokok aktif, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;31415;4
4;BMI_Obesitas, Perempuan, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;31332,79;4
3;Umur sekitar 55-63 tahun, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;31195,85;4
5;Prahipertensi, Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;30931,46;4
4;BMI_Obesitas, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;30842,64;4
5;Prahipertensi, Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;30714,31;4
5;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;30670,92;4
4;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;30113,05;4
5;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;30063;4
5;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;29978;4
4;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29805,55;4
3;Laki-Laki, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29646;4
3;BMI_Obesitas, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29526,16;4
3;Laki-Laki, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;29498;4
5;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;29453,07;4
5;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;29411,92;4
4;Laki-Laki, Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;29248,56;4
5;Prahipertensi, Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;29232,94;4
4;Umur sekitar 51-58 tahun, Kolestrol normal, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29126,13;4
5;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;28877,75;4
4;Hipertensi tingkat 1, Perempuan, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;28553,84;4
3;BMI_Obesitas, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;28510,76;4
5;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;28447,56;4
3;BMI_Overweight, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;28421;4
5;Laki-Laki, Prahipertensi, Bukan perokok aktif, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;28413,84;4
4;Laki-Laki, Aktif berkegiatan fisik, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;27976,32;4
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;27695,1;4
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;27618,7;4
4;Laki-Laki, Aktif berkegiatan fisik, Bukan perokok aktif, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;27210,08;4
4;BMI_Overweight, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;27179,46;4
5;Laki-Laki, Prahipertensi, Bukan perokok aktif, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;27114,58;4
3;BMI_Overweight, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;27039;4
4;BMI_Overweight, Prahipertensi, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;27026,94;4
5;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;26914,51;4
5;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;26716,72;4
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;26662,84;4
5;Laki-Laki, Prahipertensi, Bukan perokok aktif, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;26631,29;4
3;BMI_Overweight, Bukan perokok aktif, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;26406;4
4;BMI_Overweight, Prahipertensi, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;26182,15;4
3;Umur sekitar 55-63 tahun, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;26071,71;4
5;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;25854,78;4
3;Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;81838;2
3;Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;79604;2
4;Prahipertensi, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;78060,93;2
4;Prahipertensi, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;75861,16;2
4;Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;73689,3;2
4;Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;72036,92;2
4;Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;70981,35;2
4;Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;70105,68;2
3;Prahipertensi, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;70022,36;2
3;Prahipertensi, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;67729,94;2
5;Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;67278,15;2
2;Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;66643;2
5;Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;65430,54;2
3;Kolestrol normal, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;63907;2
4;Perempuan, Prahipertensi, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;63286,71;2
4;Perempuan, Prahipertensi, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;62878,71;2
2;Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;62337;2
4;Perempuan, Kolestrol normal, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;62275,2;2
3;Kolestrol normal, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;62067;2
3;Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;62058,8;2
4;Perempuan, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;62027,08;2
3;Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;60239,6;2
4;Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;59916,12;2
4;Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;59571,22;2
5;Perempuan, Prahipertensi, Kolestrol normal, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;57893,63;2
5;Perempuan, Prahipertensi, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;57603,13;2
3;Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;55744,96;2
5;Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;54415,06;2
3;Perempuan, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;54351,6;2
3;Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;54286,68;2
5;Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;54208,16;2
3;Perempuan, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;54044,72;2
4;Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;53745,4;2
4;Prahipertensi, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;52215,89;2
4;Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;52146,16;2
5;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;52068,99;2
3;Prahipertensi, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;52032,55;2
5;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;51715,74;2
4;Prahipertensi, Kolestrol normal, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;50712,97;2
3;Prahipertensi, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;50635,72;2
3;Perempuan, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;49530,38;2
4;Perempuan, Kolestrol normal, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;49432,28;2
3;Perempuan, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;49258,86;2
4;Perempuan, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;49255,02;2
6;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;47576,27;2
6;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;47323,77;2
4;Prahipertensi, Perempuan, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;47130,35;2
4;Prahipertensi, Perempuan, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;46855,44;2
2;Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;46696;2
2;Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;43546;2
4;Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;43127,58;2
4;Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;42833,22;2
4;Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;42531,2;2
4;Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;41958,94;2
4;Umur sekitar 51-58 tahun, Prahipertensi, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;40562,04;2
5;Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;40226,23;2
4;Umur sekitar 51-58 tahun, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;39948,8;2
5;Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;39248,98;2
5;Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;39065,51;2
5;Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;39053,42;2
4;Umur sekitar 51-58 tahun, Prahipertensi, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;39010,04;2
3;Umur sekitar 51-58 tahun, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;38968,76;2
4;Umur sekitar 51-58 tahun, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;38651,91;2
