Panjang HURI;HURI;Diagnosis;Utilitas;Support
4;Umur sekitar 51-58 tahun, BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik;tidak berpotensi memiliki penyakit kardiovaskular;18742,7;15
3;BMI_Obesitas_II, Perempuan, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;18454,44;15
3;BMI_Normal, Perempuan, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;18292,76;15
4;BMI_Obesitas, Laki-Laki, Bukan perokok aktif, Prahipertensi;tidak berpotensi memiliki penyakit kardiovaskular;17989,04;15
4;Umur sekitar 46-53 tahun, Perempuan, Prahipertensi, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;17949,79;15
4;Umur sekitar 51-58 tahun, Laki-Laki, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;17747,01;15
3;Prahipertensi, Perempuan, Kolestrol normal;berpotensi memiliki penyakit kardiovaskular;45327,14;14
4;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;36150,24;14
4;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;33119,64;14
3;BMI_Overweight, Prahipertensi, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;32247,01;14
3;BMI_Overweight, Prahipertensi, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;31692,74;14
4;BMI_Obesitas, Perempuan, Prahipertensi, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;31276,5;14
4;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Aktif berkegiatan fisik;tidak berpotensi memiliki penyakit kardiovaskular;29897,74;14
4;BMI_Obesitas, Perempuan, Prahipertensi, Aktif berkegiatan fisik;tidak berpotensi memiliki penyakit kardiovaskular;26213,03;14
4;Umur sekitar 55-63 tahun, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;25085,84;14
3;Umur sekitar 55-63 tahun, Kolestrol normal, Perempuan;berpotensi memiliki penyakit kardiovaskular;24940,06;14
3;BMI_Obesitas, Perempuan, Kolestrol normal;berpotensi memiliki penyakit kardiovaskular;24811,42;14
4;Umur sekitar 55-63 tahun, Perempuan, Prahipertensi, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;23399,36;14
3;Umur lebih dari 60 tahun, Perempuan, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;22567,08;14
4;BMI_Overweight, Perempuan, Prahipertensi, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;22289,56;14
3;Umur lebih dari 60 tahun, Perempuan, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;21822,76;14
4;Umur sekitar 51-58 tahun, BMI_Obesitas, Prahipertensi, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;20769,08;14
3;BMI_Overweight, Prahipertensi, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;20208,8;14
4;BMI_Obesitas, Prahipertensi, Perempuan, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;19959,33;14
4;Umur sekitar 46-53 tahun, Perempuan, Prahipertensi, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;19955,52;14
4;Umur sekitar 55-63 tahun, Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;19866,44;14
4;Umur sekitar 46-53 tahun, Perempuan, Prahipertensi, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;19849,51;14
4;Umur sekitar 55-63 tahun, Perempuan, Prahipertensi, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;19741,66;14
4;BMI_Obesitas_II, Prahipertensi, Perempuan, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;19404,91;14
3;BMI_Normal, Perempuan, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;19059,78;14
4;Umur sekitar 46-53 tahun, Perempuan, Prahipertensi, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;18539,71;14
4;BMI_Obesitas, Perempuan, Prahipertensi, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;29192,73;13
4;BMI_Overweight, Perempuan, Prahipertensi, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;22290,31;13
4;Umur sekitar 51-58 tahun, BMI_Obesitas, Prahipertensi, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;21094,22;13
4;Umur sekitar 55-63 tahun, Perempuan, Prahipertensi, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;20856,8;13
4;BMI_Overweight, Perempuan, Prahipertensi, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;20817,98;13
3;BMI_Normal, Perempuan, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;19947,98;13
4;Umur sekitar 51-58 tahun, BMI_Obesitas, Prahipertensi, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;19868,76;13
4;Umur sekitar 55-63 tahun, Perempuan, Prahipertensi, Aktif berkegiatan fisik;tidak berpotensi memiliki penyakit kardiovaskular;19737,7;13
4;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;31566,44;12
4;Umur sekitar 51-58 tahun, Prahipertensi, Perempuan, Kolestrol normal;berpotensi memiliki penyakit kardiovaskular;20919,34;12
4;BMI_Overweight, Perempuan, Prahipertensi, Aktif berkegiatan fisik;tidak berpotensi memiliki penyakit kardiovaskular;18155,71;11
4;BMI_Overweight, Perempuan, Prahipertensi, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;20342,28;10
3;Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;90294,36;8
2;Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;88820,64;8
3;Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;86977,86;8
3;Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;86654,73;8
3;Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;83819,4;8
2;Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;73751;8
3;Perempuan, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;73597,36;8
3;Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;73215,42;8
2;Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;72192,2;8
3;Perempuan, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;68415,46;8
2;Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;66511;8
3;Perempuan, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;65162,72;8
4;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;64285,33;8
4;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;63896,31;8
3;Prahipertensi, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;62309,96;8
3;Prahipertensi, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;60640,65;8
3;Prahipertensi, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;60056,28;8
4;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;59543,71;8
3;Perempuan, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;59516,22;8
3;Perempuan, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;59257,4;8
4;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;57122,55;8
2;Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;56763;8
3;Perempuan, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;56211,28;8
2;Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;53251,28;8
3;Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;49682,65;8
3;Perempuan, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;47875,7;8
3;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;46958,36;8
3;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;45218,75;8
4;Prahipertensi, Perempuan, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;44853,68;8
3;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;44407,53;8
4;Prahipertensi, Perempuan, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;42420,09;8
3;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;42070,05;8
3;Umur sekitar 51-58 tahun, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;41427,08;8
4;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;41096,4;8
3;BMI_Obesitas, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;40723,6;8
3;Umur sekitar 51-58 tahun, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;40256,86;8
3;Umur sekitar 51-58 tahun, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;40076,48;8
2;Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;39592;8
4;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;39516,24;8
3;BMI_Obesitas, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;39345,76;8
4;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;39223,16;8
3;BMI_Obesitas, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;39186,16;8
4;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;39070,79;8
4;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;39069,76;8
4;Laki-Laki, Prahipertensi, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;38873,08;8
3;Laki-Laki, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;38857,96;8
3;Laki-Laki, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;38670,84;8
4;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;38040;8
3;Laki-Laki, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;37757,96;8
3;Hipertensi tingkat 1, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;37585,6;8
3;BMI_Obesitas, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;37455,88;8
4;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;37422,8;8
4;Laki-Laki, Prahipertensi, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;36971,43;8
4;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;36776,25;8
3;Laki-Laki, Aktif berkegiatan fisik, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;36760,16;8
4;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;36594;8
3;Hipertensi tingkat 1, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;36460,33;8
4;Laki-Laki, Prahipertensi, Bukan perokok aktif, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;36445,54;8
3;Hipertensi tingkat 1, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;36174,58;8
3;BMI_Obesitas, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;36052,64;8
4;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;35884,41;8
4;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;35408;8
3;BMI_Obesitas, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;34982,28;8
4;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;34822,25;8
3;BMI_Obesitas, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;34763,2;8
3;Laki-Laki, Aktif berkegiatan fisik, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;34586,88;8
4;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;34560,23;8
3;Laki-Laki, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;34128,44;8
3;Umur sekitar 55-63 tahun, Perempuan, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;34068,65;8
3;Umur sekitar 51-58 tahun, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;34025,13;8
3;Umur sekitar 55-63 tahun, Perempuan, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;33920,53;8
3;Laki-Laki, Aktif berkegiatan fisik, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;33047,52;8
4;Laki-Laki, Prahipertensi, Bukan perokok aktif, Aktif berkegiatan fisik;tidak berpotensi memiliki penyakit kardiovaskular;33010,27;8
4;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;32172,42;8
3;Hipertensi tingkat 1, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;32074,19;8
2;Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;32011,32;8
3;BMI_Obesitas_II, Perempuan, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;31258,2;8
3;BMI_Obesitas_II, Perempuan, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;30944,4;8
4;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;30663,22;8
3;Umur sekitar 55-63 tahun, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;30462,3;8
3;BMI_Obesitas, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;29878,68;8
4;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;29827,75;8
3;Umur sekitar 55-63 tahun, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;29731,96;8
4;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29667,51;8
4;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29662,84;8
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;29441,36;8
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;29310,24;8
3;Laki-Laki, Aktif berkegiatan fisik, Kolestrol normal;berpotensi memiliki penyakit kardiovaskular;29267,2;8
3;BMI_Overweight, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;29198,44;8
4;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;28688,14;8
3;BMI_Overweight, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;28381,96;8
3;BMI_Overweight, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;28212,52;8
4;BMI_Obesitas, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;28204,03;8
4;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;28188,23;8
3;Umur sekitar 55-63 tahun, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;28154,4;8
3;Umur sekitar 55-63 tahun, Perempuan, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;28138,7;8
3;BMI_Overweight, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;27657,24;8
3;Umur sekitar 55-63 tahun, Perempuan, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;27549,35;8
4;BMI_Obesitas, Prahipertensi, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;27222,15;8
4;BMI_Obesitas, Prahipertensi, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;27199,07;8
4;BMI_Overweight, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;27186,14;8
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;27104,66;8
4;Umur sekitar 55-63 tahun, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;26734,48;8
4;BMI_Overweight, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;26418,69;8
3;Umur sekitar 55-63 tahun, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;26324,17;8
4;Umur sekitar 55-63 tahun, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;26153,6;8
4;BMI_Overweight, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;26101,53;8
4;BMI_Overweight, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;25918,3;8
5;BMI_Obesitas, Perempuan, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;25843,33;8
4;Umur sekitar 55-63 tahun, Prahipertensi, Perempuan, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;25821,82;8
3;Tekanan darah normal, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;25641,6;8
4;Umur sekitar 55-63 tahun, Prahipertensi, Perempuan, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;25626,62;8
5;BMI_Obesitas, Perempuan, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;25617,09;8
4;Hipertensi tingkat 1, Perempuan, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;25594,87;8
3;Umur lebih dari 60 tahun, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;25559,02;8
4;Hipertensi tingkat 1, Perempuan, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;25511,01;8
3;BMI_Obesitas_II, Perempuan, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;25388,5;8
4;Laki-Laki, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;25145,42;8
3;Umur lebih dari 60 tahun, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;24978,78;8
3;Tekanan darah normal, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;24966,76;8
3;Tekanan darah normal, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;24919,72;8
4;Umur sekitar 55-63 tahun, Perempuan, Kolestrol normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;24872,95;8
4;Laki-Laki, Prahipertensi, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;24848,25;8
3;Umur sekitar 46-53 tahun, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;24826;8
4;Umur sekitar 55-63 tahun, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;24743,48;8
4;Umur sekitar 55-63 tahun, Perempuan, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;24737,01;8
4;Umur sekitar 55-63 tahun, Kolestrol normal, Perempuan, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;24693,23;8
4;Umur sekitar 55-63 tahun, Kolestrol normal, Perempuan, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;24584,38;8
4;BMI_Obesitas, Perempuan, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;24497,14;8
4;BMI_Obesitas, Perempuan, Kolestrol normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;24472,58;8
3;Umur lebih dari 60 tahun, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;24420,94;8
3;Umur sekitar 46-53 tahun, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;24209,36;8
3;Umur sekitar 46-53 tahun, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;24140,64;8
4;Hipertensi tingkat 1, Perempuan, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;23947,93;8
4;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;23928,8;8
3;Tekanan darah normal, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;23890,92;8
4;Umur sekitar 55-63 tahun, Perempuan, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;23597,4;8
4;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;23554,52;8
4;Umur sekitar 55-63 tahun, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;23509,04;8
3;Umur sekitar 46-53 tahun, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;23335,84;8
4;BMI_Obesitas, Perempuan, Kolestrol normal, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;23255,24;8
4;Umur sekitar 55-63 tahun, Kolestrol normal, Perempuan, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;23066,12;8
3;Tidak aktif berkegiatan fisik, Prahipertensi, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;22987,1;8
5;BMI_Obesitas, Perempuan, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal;tidak berpotensi memiliki penyakit kardiovaskular;22954,12;8
4;BMI_Obesitas, Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik;berpotensi memiliki penyakit kardiovaskular;22913,69;8
4;Laki-Laki, Prahipertensi, Kolestrol normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;22835,97;8
3;BMI_Normal, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;22619,92;8
4;BMI_Obesitas_II, Prahipertensi, Perempuan, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;22616,86;8
4;Umur sekitar 46-53 tahun, Perempuan, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;22526,44;8
4;Umur sekitar 51-58 tahun, BMI_Obesitas, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;22516,81;8
4;Umur sekitar 46-53 tahun, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;22495,55;8
3;Tidak aktif berkegiatan fisik, Prahipertensi, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;22474,01;8
4;Umur sekitar 46-53 tahun, Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;22399,32;8
4;BMI_Obesitas_II, Prahipertensi, Perempuan, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;22394,33;8
4;BMI_Obesitas_II, Kolestrol normal, Perempuan, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;22345,22;8
3;BMI_Normal, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;22241,68;8
4;BMI_Obesitas_II, Kolestrol normal, Perempuan, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;22176,28;8
4;Tekanan darah normal, Perempuan, Aktif berkegiatan fisik, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;22002,76;8
4;Tekanan darah normal, Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;21943,5;8
4;Umur sekitar 46-53 tahun, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;21785,81;8
